runID,water_depth_min,water_depth_max,wedge_slope,source_depth,SSP_source,source_in_duct,duct_type,surface_duct,surface_duct_depth,surface_duct_SSP,bottom_duct,bottom_duct_depth,bottom_duct_width,bottom_duct_SSP,waveguide,CHmax_axis,SSP_CHmax,deep_CH_axis,deep_CH_SSP,shallow_CH_axis,shallow_CH_SSP,profile,bottom_type,num_rays,criterion,residual,runtime
53,50,1500,-2,15,1523.4828,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,12500,0,4.4038,50.753
54,50,1500,-2,15,1523.4828,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,15000,0,3.7102,61.2897
55,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,20000,1,0,83.3079
56,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,500,0,20.357,2.6698
57,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1000,0,17.877,4.7167
58,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,1500,0,17.1018,6.6064
59,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2000,0,15.9329,9.0051
60,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,2500,0,14.9218,10.7675
61,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,3000,0,13.4049,12.9903
62,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,3500,0,12.4029,15.1755
63,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,4000,0,12.6737,17.2045
64,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,4500,0,11.4642,19.0542
65,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,5000,0,10.3776,21.3396
66,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,6000,0,8.9694,25.5878
67,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,7000,0,8.6974,29.7199
68,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,8000,0,6.6583,33.2692
69,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,9000,0,7.3329,37.8211
70,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,10000,0,5.115,42.0328
71,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,12500,0,4.2463,52.4467
72,50,1500,-2,30,1523.1001,0,NaN,1,10.5105,1523.5176,0,NaN,NaN,NaN,1,900.9009,1491.6548,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,2,15000,0,2.2237,62.5584
73,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,280.3379
74,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,0,4.5459,7.4385
75,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1000,0,2.3404,14.3772
76,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,1500,0,1.5412,21.2302
77,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2000,0,1.2053,27.99
78,50,50,0,15,1523.4828,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,2500,1,0.95683,35.0182
79,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,20000,1,0,280.8049
80,50,50,0,30,1523.1029,1,BD,1,10.01,1523.5214,1,10.01,39.99,1523.5214,0,NaN,NaN,NaN,NaN,NaN,NaN,North Pacific Ocean Winter,1,500,0,4.6018,7.6431
