water_depth_min,water_depth_max,wedge_slope,source_depth,profile,bottom_type,num_rays,len_slope,SLD_depth,SLD_avgrad,DC_axis,DC_top,DC_bot,DC_avgrad_top,DC_avgrad_bot,SSP_wmin,SSP_wmax,SSP_src,SSP_dcax,SSP_dcb,SSP_dct,SSP_sld
900,1500,-2,300,Mediterranean Sea Spring,2,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
900,900,0,15,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1519.959336,1512.183359,1522.020039,1522.055742,
900,900,0,30,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1516.212227,1512.183359,1522.020039,1522.055742,
900,900,0,50,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1513.369141,1512.183359,1522.020039,1522.055742,
900,900,0,70,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.291289,1512.183359,1522.020039,1522.055742,
900,900,0,100,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.183359,1512.183359,1522.020039,1522.055742,
900,900,0,150,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.641055,1512.183359,1522.020039,1522.055742,
900,900,0,200,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1513.210391,1512.183359,1522.020039,1522.055742,
900,900,0,300,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1514.35,1512.183359,1522.020039,1522.055742,
900,900,0,15,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1519.959336,1512.183359,1522.020039,1522.055742,
900,900,0,30,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1516.212227,1512.183359,1522.020039,1522.055742,
900,900,0,50,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1513.369141,1512.183359,1522.020039,1522.055742,
900,900,0,70,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.291289,1512.183359,1522.020039,1522.055742,
900,900,0,100,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.183359,1512.183359,1522.020039,1522.055742,
900,900,0,150,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1512.641055,1512.183359,1522.020039,1522.055742,
900,900,0,200,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1513.210391,1512.183359,1522.020039,1522.055742,
900,900,0,300,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,900.0,-0.1380200083333331,0.01211103058823509,1522.020039,1522.020039,1514.35,1512.183359,1522.020039,1522.055742,
900,1500,2,15,Mediterranean Sea Spring,1,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
900,1500,2,30,Mediterranean Sea Spring,1,1500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
900,1500,2,50,Mediterranean Sea Spring,1,1000,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
900,1500,2,70,Mediterranean Sea Spring,1,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
900,1500,2,100,Mediterranean Sea Spring,1,1000,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
900,1500,2,150,Mediterranean Sea Spring,1,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
900,1500,2,200,Mediterranean Sea Spring,1,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
900,1500,2,300,Mediterranean Sea Spring,1,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
900,1500,2,15,Mediterranean Sea Spring,2,1000,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
900,1500,2,30,Mediterranean Sea Spring,2,1500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
900,1500,2,50,Mediterranean Sea Spring,2,1000,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
900,1500,2,70,Mediterranean Sea Spring,2,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
900,1500,2,100,Mediterranean Sea Spring,2,1000,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
900,1500,2,150,Mediterranean Sea Spring,2,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
900,1500,2,200,Mediterranean Sea Spring,2,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
900,1500,2,300,Mediterranean Sea Spring,2,500,17182.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1050,1500,-2,15,Mediterranean Sea Spring,1,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1500,-2,30,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1500,-2,50,Mediterranean Sea Spring,1,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1500,-2,70,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1500,-2,100,Mediterranean Sea Spring,1,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1500,-2,150,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1500,-2,200,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1500,-2,300,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1050,1500,-2,15,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1500,-2,30,Mediterranean Sea Spring,2,1500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1500,-2,50,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1500,-2,70,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1500,-2,100,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1500,-2,150,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1500,-2,200,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1500,-2,300,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1050,1050,0,15,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1050,0,30,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1050,0,50,Mediterranean Sea Spring,1,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1050,0,70,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1050,0,100,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1050,0,150,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1050,0,200,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1050,0,300,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1514.35,1512.183359,1522.785176,1522.055742,
1050,1050,0,15,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1050,0,30,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1050,0,50,Mediterranean Sea Spring,2,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1050,0,70,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1050,0,100,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1050,0,150,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1050,0,200,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1050,0,300,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1524.373477,1514.35,1512.183359,1522.785176,1522.055742,
1050,1500,2,15,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1500,2,30,Mediterranean Sea Spring,1,1500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1500,2,50,Mediterranean Sea Spring,1,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1500,2,70,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1500,2,100,Mediterranean Sea Spring,1,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1500,2,150,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1500,2,200,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1500,2,300,Mediterranean Sea Spring,1,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1050,1500,2,15,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1050,1500,2,30,Mediterranean Sea Spring,2,1500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1050,1500,2,50,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1050,1500,2,70,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1050,1500,2,100,Mediterranean Sea Spring,2,1000,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1050,1500,2,150,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1050,1500,2,200,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1050,1500,2,300,Mediterranean Sea Spring,2,500,12886.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1200,1500,-2,15,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1500,-2,30,Mediterranean Sea Spring,1,1500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1500,-2,50,Mediterranean Sea Spring,1,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1500,-2,70,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1500,-2,100,Mediterranean Sea Spring,1,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1500,-2,150,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1500,-2,200,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1500,-2,300,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1200,1500,-2,15,Mediterranean Sea Spring,2,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1500,-2,30,Mediterranean Sea Spring,2,1500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1500,-2,50,Mediterranean Sea Spring,2,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1500,-2,70,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1500,-2,100,Mediterranean Sea Spring,2,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1500,-2,150,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1500,-2,200,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1500,-2,300,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1200,1200,0,15,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1200,0,30,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1200,0,50,Mediterranean Sea Spring,1,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1200,0,70,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1200,0,100,Mediterranean Sea Spring,1,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1200,0,150,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1200,0,200,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1200,0,300,Mediterranean Sea Spring,1,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1514.35,1512.183359,1522.785176,1522.055742,
1200,1200,0,15,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1200,0,30,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1200,0,50,Mediterranean Sea Spring,2,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1200,0,70,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1200,0,100,Mediterranean Sea Spring,2,1000,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1200,0,150,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1200,0,200,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1200,0,300,Mediterranean Sea Spring,2,500,0.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1526.841133,1514.35,1512.183359,1522.785176,1522.055742,
1200,1500,2,15,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1500,2,30,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1500,2,50,Mediterranean Sea Spring,1,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1500,2,70,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1500,2,100,Mediterranean Sea Spring,1,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1500,2,150,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1500,2,200,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1500,2,300,Mediterranean Sea Spring,1,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
1200,1500,2,15,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,
1200,1500,2,30,Mediterranean Sea Spring,2,1500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,
1200,1500,2,50,Mediterranean Sea Spring,2,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.369141,1512.183359,1522.785176,1522.055742,
1200,1500,2,70,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,
1200,1500,2,100,Mediterranean Sea Spring,2,1000,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.183359,1512.183359,1522.785176,1522.055742,
1200,1500,2,150,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,
1200,1500,2,200,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,
1200,1500,2,300,Mediterranean Sea Spring,2,500,8591.0,,,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,
50,1500,-2,15,Mediterranean Sea Summer,1,15000,41523.0,,,,,,,,1517.786484,1531.742461,1537.3548635,,,,
50,1500,-2,15,Mediterranean Sea Summer,2,15000,41523.0,,,,,,,,1517.786484,1531.742461,1537.3548635,,,,
50,50,0,15,Mediterranean Sea Summer,1,2500,0.0,,,,,,,,1517.786484,1517.786484,1537.3548635,,,,
50,50,0,30,Mediterranean Sea Summer,1,2500,0.0,,,,,,,,1517.786484,1517.786484,1528.59418,,,,
50,50,0,15,Mediterranean Sea Summer,2,3500,0.0,,,,,,,,1517.786484,1517.786484,1537.3548635,,,,
50,50,0,30,Mediterranean Sea Summer,2,7000,0.0,,,,,,,,1517.786484,1517.786484,1528.59418,,,,
50,1500,2,15,Mediterranean Sea Summer,1,500,41523.0,,,,,,,,1517.786484,1531.742461,1537.3548635,,,,
50,1500,2,30,Mediterranean Sea Summer,1,2000,41523.0,,,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1517.786484,1531.742461,1528.59418,1512.989531,1531.742461,1535.819297,
50,1500,2,50,Mediterranean Sea Summer,1,1500,41523.0,,,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1517.786484,1531.742461,1517.786484,1512.989531,1531.742461,1535.819297,
