water_depth_min,water_depth_max,wedge_slope,source_depth,SSP_source,source_in_duct,duct_type,surface_duct,surface_duct_depth,surface_duct_SSP,bottom_duct,bottom_duct_depth,bottom_duct_width,bottom_duct_SSP,waveguide,CHmax_axis,SSP_CHmax,deep_CH_axis,deep_CH_SSP,shallow_CH_axis,shallow_CH_SSP,profile,bottom_type,num_rays
150,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,-2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,-2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,-2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,-2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,150,0,15,1512.1809,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
150,150,0,30,1512.2738,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
150,150,0,50,1512.4653,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
150,150,0,70,1512.7294,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
150,150,0,100,1512.9455,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
150,150,0,15,1512.1809,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
150,150,0,30,1512.2738,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
150,150,0,50,1512.4653,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,2000
150,150,0,70,1512.7294,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,2000
150,150,0,100,1512.9455,1,SD,1,150.0,1513.332,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,2000
150,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
150,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
150,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,2000
150,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
150,1500,2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,-2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,-2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,250,0,15,1512.1809,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,30,1512.2738,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,50,1512.4659,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,70,1512.7307,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,100,1512.9459,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,150,1513.3308,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,200,1513.6958,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,250,0,15,1512.1809,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
250,250,0,30,1512.2738,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
250,250,0,50,1512.4659,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
250,250,0,70,1512.7307,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
250,250,0,100,1512.9459,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
250,250,0,150,1513.3308,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
250,250,0,200,1513.6958,1,SD,1,250.0,1514.1414,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
250,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
250,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
250,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
250,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
250,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
250,1500,2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
250,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
250,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
250,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
250,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,2000
250,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
250,1500,2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,-2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,-2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,350,0,15,1512.1813,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,350,0,30,1512.2748,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,350,0,50,1512.4666,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,350,0,70,1512.7307,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,350,0,100,1512.9446,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,350,0,150,1513.3314,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,350,0,200,1513.6967,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,350,0,300,1514.5158,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,350,0,15,1512.1813,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,350,0,30,1512.2748,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,350,0,50,1512.4666,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,350,0,70,1512.7307,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
350,350,0,100,1512.9446,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1500
350,350,0,150,1513.3314,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,350,0,200,1513.6967,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,350,0,300,1514.5158,1,SD,1,350.0,1515.0101,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,2000
350,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1500
350,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,500
350,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,1500,2,300,1514.5195,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,1,1000
350,1500,2,15,1512.1809,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,30,1512.2738,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,50,1512.461,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,70,1512.7373,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,100,1512.9478,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
350,1500,2,150,1513.3329999999999,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,500
350,1500,2,200,1513.694,1,SD,1,1500.0,1531.7297,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Mediterranean Sea Winter,2,1000
