,water_depth_min,water_depth_max,wedge_slope,source_depth,bottom_type,len_slope,SLD_depth,SLD_avgrad,DC_axis,DC_top,DC_bot,DC_avgrad_top,DC_avgrad_bot,SSP_wmin,SSP_wmax,SSP_src,SSP_dcax,SSP_dcb,SSP_dct,SSP_sld,Autumn,Spring,Summer,Winter,Labrador-Sea,Mediterranean-Sea,North-Pacific-Ocean,Norwegian-Sea,South-Atlantic-Ocean,South-Pacific-Ocean
3929,1050,1500,2,50,2,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.19457,1493.63168,1521.773242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3930,250,250,0,50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.038047,1476.038047,1484.245547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3931,900,1500,-2,300,2,17182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.231602,1470.093633,1479.183633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3932,150,1500,-2,100,1,38659.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1465.659844,1482.35875,1463.827227,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3933,750,1500,2,15,2,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.8970705,1493.63168,1534.192539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3934,250,1500,2,15,1,35795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.327852,1470.093633,1476.8904885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3935,1200,1500,-2,15,2,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.344961,1482.290938,1472.124492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3936,1200,1500,-2,30,2,8591.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1516.212227,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3937,150,1500,2,300,1,38659.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1513.331953,1531.729727,1514.516523,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3938,150,1500,2,150,1,38659.0,0.0,0.0,250.0,70.0,1500.0,-0.06172942708333329,0.005886812499999905,1479.143125,1485.604453125,1479.143125,1478.2459375,1485.604453125,1487.220546875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3939,900,1500,-2,70,2,17182.0,0.0,0.0,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1521.990117,1531.742461,1514.196406,1512.989531,1531.742461,1535.819297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3940,450,1500,-2,15,2,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.329043,1482.290938,1472.124492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3941,150,1500,-2,100,2,38659.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1478.550234,1483.719805,1477.321953,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3942,900,1500,-2,70,1,17182.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1521.982148,1531.729727,1512.795898,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3943,50,1500,2,100,1,41523.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1475.117383,1470.175508,1477.913711,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3944,900,1500,2,100,2,17182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.623984,1493.63168,1514.193438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3945,150,1500,2,70,1,38659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.366719,1483.797305,1478.139609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3946,900,1500,-2,70,2,17182.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3947,1200,1500,-2,100,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.605273,1483.827578,1477.125078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3948,1200,1500,-2,100,2,8591.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1478.807656,1482.272617,1465.115,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3949,600,1500,-2,30,1,25773.0,50.0,0.02309990714285927,0.0,0.0,0.0,0.0,0.0,1475.725742,1483.729102,1483.595,0.0,0.0,0.0,1484.245547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3950,350,350,0,70,2,0.0,350.0,0.008144850000000486,0.0,0.0,0.0,0.0,0.0,1515.0100585,1515.0100585,1512.795898,0.0,0.0,0.0,1515.0100585,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3951,1050,1500,2,30,2,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.0790625,1483.797305,1480.353516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3952,1050,1500,2,150,2,12886.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1479.239414,1483.729102,1478.130469,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3953,900,1500,-2,15,1,17182.0,30.0,0.02405338333333779,0.0,0.0,0.0,0.0,0.0,1475.536563,1482.384961,1470.8626955,0.0,0.0,0.0,1470.970039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3954,250,1500,2,100,1,35795.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1467.779727,1482.272617,1465.115,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3955,900,1500,-2,300,2,17182.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1521.982148,1531.729727,1514.516523,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3956,600,1500,2,70,1,25773.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1473.35125,1482.290938,1468.336797,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3957,750,1500,2,30,2,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0822655,1493.999375,1531.663086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3958,900,900,0,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.797266,1491.797266,1507.189453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3959,150,150,0,70,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.724844,1475.724844,1479.402891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3960,600,1500,2,50,2,25773.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1517.753789,1531.869609,1521.349297,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3961,250,1500,2,300,1,35795.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1513.78457,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3962,450,1500,-2,15,2,30068.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1471.7254495,1482.272617,1466.723047,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3963,900,900,0,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.623984,1491.623984,1514.193438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3964,250,1500,2,100,2,35795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.467695,1483.797305,1477.409297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3965,750,750,0,300,2,0.0,0.0,0.0,250.0,100.0,750.0,-0.03666992187499887,0.006284492187499836,1481.38818359375,1481.38818359375,1478.7901171875,1478.2459375,1481.38818359375,1482.3615234375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3966,750,750,0,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.761621,1474.761621,1470.440625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3967,750,1500,2,70,2,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.8970705,1493.63168,1517.025352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3968,1200,1200,0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.014336,1466.014336,1486.766367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3969,150,1500,-2,70,2,38659.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1465.418359,1482.272617,1465.026367,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3970,250,250,0,70,1,0.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1477.376797,1477.376797,1476.462109,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3971,150,1500,2,50,1,38659.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1465.418359,1482.272617,1466.094492,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3972,750,750,0,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.775625,1469.775625,1483.043672,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3973,450,1500,2,30,2,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.682539,1470.093633,1476.422773,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3974,150,1500,-2,15,2,38659.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1512.641055,1531.777734,1519.959336,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3975,1200,1500,2,200,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.979336,1493.553242,1507.601406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3976,1200,1200,0,300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.947266,1492.947266,1504.208945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3977,50,1500,2,150,2,41523.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1475.27125,1483.719805,1478.550234,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3978,600,1500,-2,70,1,25773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.836328,1493.553242,1517.279688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3979,1050,1500,2,15,2,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.19457,1493.63168,1534.192539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3980,600,600,0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.954844,1495.954844,1523.482949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3981,600,600,0,70,2,0.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1473.35125,1473.35125,1468.336797,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3982,750,750,0,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.1319335,1493.1319335,1521.68168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3983,50,1500,2,15,2,41523.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1521.349297,1531.869609,1526.732051,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3984,250,1500,2,50,2,35795.0,70.0,0.03275364999999937,0.0,0.0,0.0,0.0,0.0,1483.149648,1469.939883,1482.896172,0.0,0.0,0.0,1483.143242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3985,450,450,0,300,2,0.0,0.0,0.0,125.0,50.0,450.0,-0.07356388666666666,0.008122602857143387,1515.782246,1515.782246,1514.236484,1512.989531,1515.782246,1517.786484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3986,750,750,0,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.9211325,1476.9211325,1484.245547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3987,450,450,0,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.782246,1515.782246,1537.3548635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3988,450,1500,-2,100,2,30068.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1471.329043,1482.290938,1465.510234,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3989,350,350,0,300,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.5143945,1475.5143945,1475.786211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3990,50,50,0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.786484,1517.786484,1537.3548635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3991,600,1500,2,150,2,25773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.698281,1469.939883,1482.862813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3992,50,1500,2,70,1,41523.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1484.245547,1483.729102,1483.119375,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3993,250,1500,2,15,2,35795.0,50.0,0.02309990714285927,0.0,0.0,0.0,0.0,0.0,1476.038047,1483.729102,1483.180547,0.0,0.0,0.0,1484.245547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3994,1050,1500,2,150,1,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.091172,1493.999375,1509.821875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3995,600,600,0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.957695,1495.957695,1529.973867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3996,1050,1500,-2,70,2,12886.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1524.373477,1531.777734,1512.291289,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3997,250,1500,-2,50,1,35795.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1467.779727,1482.272617,1466.094492,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3998,250,1500,-2,15,1,35795.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1514.141406,1531.729727,1512.1807815,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3999,350,1500,-2,30,1,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.551367,1470.076484,1486.766367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4000,600,1500,2,30,2,25773.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1517.753789,1531.869609,1526.161641,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4001,450,450,0,300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.569492,1474.569492,1475.37082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4002,450,450,0,30,2,0.0,0.0,0.0,125.0,30.0,450.0,-0.07208573416666941,0.01853253142857219,1471.329043,1471.329043,1472.106406,1465.369141,1471.329043,1472.106406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4003,350,1500,2,30,1,32932.0,50.0,0.02309990714285927,0.0,0.0,0.0,0.0,0.0,1475.2120315,1483.729102,1483.595,0.0,0.0,0.0,1484.245547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4004,250,1500,2,15,2,35795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.311133,1482.35875,1463.911289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4005,1050,1500,-2,150,2,12886.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1479.1371875,1483.719805,1478.550234,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4006,450,450,0,30,2,0.0,450.0,0.008367009411765103,0.0,0.0,0.0,0.0,0.0,1516.013379,1516.013379,1512.273516,0.0,0.0,0.0,1516.013379,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4007,350,1500,2,150,1,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.5912305,1493.999375,1509.821875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4008,1050,1500,2,70,2,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.19457,1493.63168,1517.025352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4009,450,450,0,150,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.682539,1477.682539,1478.532734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4010,450,1500,-2,50,2,30068.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1471.7254495,1482.272617,1466.094492,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4011,50,50,0,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.768867,1463.768867,1463.911289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4012,750,1500,-2,300,2,21477.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1519.770215,1531.729727,1514.516523,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4013,50,50,0,15,1,0.0,50.0,0.02309990714285927,0.0,0.0,0.0,0.0,0.0,1484.245547,1484.245547,1483.180547,0.0,0.0,0.0,1484.245547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4014,600,600,0,30,1,0.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1474.407734,1474.407734,1474.271328,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4015,1200,1500,2,30,2,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.58918,1483.797305,1480.353516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4016,150,150,0,100,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.724844,1475.724844,1477.125078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4017,750,1500,2,150,2,21477.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1476.7236325,1483.719805,1478.550234,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4018,50,1500,2,150,2,41523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.978359,1493.999375,1509.821875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4019,750,750,0,50,2,0.0,0.0,0.0,150.0,50.0,750.0,-0.09078528499999987,0.01076650333333343,1519.794785,1519.794785,1521.349297,1513.334883,1519.794785,1521.349297,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4020,150,1500,2,30,1,38659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.366719,1483.797305,1480.353516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4021,50,1500,2,300,2,41523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.978359,1493.999375,1503.888516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4022,900,1500,-2,70,1,17182.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1464.51418,1470.175508,1476.967695,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4023,350,1500,2,15,2,32932.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1470.058555,1482.272617,1466.723047,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4024,250,250,0,70,2,0.0,250.0,0.03770642128205078,0.0,0.0,0.0,0.0,0.0,1480.969023,1480.969023,1476.967695,0.0,0.0,0.0,1480.969023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4025,150,1500,2,70,1,38659.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1478.550234,1483.719805,1476.462109,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4026,1050,1050,0,300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.8118945,1476.8118945,1468.500117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4027,600,1500,-2,70,1,25773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.004844,1493.999375,1517.433359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4028,250,250,0,150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.467695,1476.467695,1477.366719,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4029,150,1500,2,30,1,38659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.056563,1493.553242,1523.96668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4030,600,600,0,300,2,0.0,0.0,0.0,500.0,250.0,600.0,-0.005505936000000474,0.01064179000000195,1475.725742,1475.725742,1475.463477,1474.661563,1475.725742,1476.038047,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4031,1200,1500,-2,300,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.84082,1493.999375,1503.888516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4032,1050,1500,2,15,1,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.30793,1531.742461,1537.3548635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4033,1200,1500,2,100,2,8591.0,0.0,0.0,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1526.786719,1531.742461,1513.13332,1512.989531,1531.742461,1535.819297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4034,350,350,0,300,2,0.0,350.0,0.008144850000000486,0.0,0.0,0.0,0.0,0.0,1515.0100585,1515.0100585,1514.516523,0.0,0.0,0.0,1515.0100585,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4035,600,1500,2,70,1,25773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.698281,1469.939883,1483.143242,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
