,water_depth_min,water_depth_max,wedge_slope,source_depth,bottom_type,len_slope,SLD_depth,SLD_avgrad,DC_axis,DC_top,DC_bot,DC_avgrad_top,DC_avgrad_bot,SSP_wmin,SSP_wmax,SSP_src,SSP_dcax,SSP_dcb,SSP_dct,SSP_sld,Autumn,Spring,Summer,Winter,Labrador-Sea,Mediterranean-Sea,North-Pacific-Ocean,Norwegian-Sea,South-Atlantic-Ocean,South-Pacific-Ocean
0,50,50,0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.369141,1513.369141,1516.212227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,50,1500,2,70,2,41523.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1466.094492,1482.272617,1465.026367,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,350,1500,-2,200,1,32932.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1470.058555,1482.272617,1466.341289,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,50,50,0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.978359,1524.978359,1531.663086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,350,1500,2,150,2,32932.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1514.809551,1531.869609,1513.334883,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,250,250,0,30,2,0.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1467.779727,1467.779727,1466.675742,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,1200,1500,2,30,2,8591.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1478.344961,1482.290938,1472.106406,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7,450,1500,2,300,2,30068.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1516.013379,1531.729727,1514.516523,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8,600,600,0,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.222422,1475.222422,1480.353516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,350,1500,2,300,2,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.551367,1470.076484,1478.990703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,1050,1500,2,200,2,12886.0,1500.0,0.01201489789473698,0.0,0.0,0.0,0.0,0.0,1524.3022465,1531.729727,1513.696211,0.0,0.0,0.0,1531.729727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11,350,1500,-2,150,2,32932.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1476.107734,1483.719805,1478.550234,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12,1200,1500,-2,300,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.538438,1482.384961,1471.801523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,1050,1050,0,50,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.4809375,1464.4809375,1476.185977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,900,1500,2,50,2,17182.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1475.450859,1482.35875,1463.768867,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,1050,1050,0,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.242539,1492.242539,1507.463828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16,450,1500,-2,150,1,30068.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1479.513672,1470.175508,1479.700547,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
17,1200,1500,-2,15,1,8591.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1466.181367,1470.175508,1473.5428905,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
18,250,1500,2,150,1,35795.0,0.0,0.0,250.0,70.0,1500.0,-0.06172942708333329,0.005886812499999905,1478.2459375,1485.604453125,1479.143125,1478.2459375,1485.604453125,1487.220546875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19,350,1500,2,100,2,32932.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1469.279238,1482.35875,1463.827227,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,50,1500,2,50,2,41523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.829883,1470.076484,1482.829883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,900,900,0,300,1,0.0,0.0,0.0,500.0,150.0,900.0,-0.008094420000000225,0.008260937499999841,1477.838047,1477.838047,1475.786211,1474.533672,1477.838047,1477.366719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,250,1500,-2,30,2,35795.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1477.376797,1483.719805,1473.932969,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23,450,1500,2,50,1,30068.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1470.787539,1482.35875,1463.768867,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,1050,1050,0,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.091172,1492.091172,1531.663086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,50,1500,2,50,2,41523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.773242,1493.63168,1521.773242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,750,1500,2,200,2,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.273828,1482.35875,1467.766328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,450,1500,2,100,1,30068.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1515.9096485,1531.869609,1513.961914,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1050,1050,0,200,1,0.0,0.0,0.0,125.0,30.0,1050.0,-0.190269115000001,0.01196694210526331,1524.30793,1524.30793,1513.356836,1512.989531,1524.30793,1528.59418,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,750,750,0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.38818359375,1481.38818359375,1497.92677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30,1200,1500,-2,200,1,8591.0,0.0,0.0,250.0,70.0,1500.0,-0.06172942708333329,0.005886812499999905,1482.2159375,1485.604453125,1478.5412890625,1478.2459375,1485.604453125,1487.220546875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,350,1500,2,30,1,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.279238,1482.35875,1463.674258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,250,1500,2,30,2,35795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.311133,1482.35875,1463.674258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,250,1500,-2,70,2,35795.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1476.038047,1483.729102,1483.119375,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,1200,1500,2,50,2,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.84082,1493.999375,1524.978359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,1050,1050,0,50,2,0.0,0.0,0.0,150.0,30.0,1050.0,-0.1207516679999993,0.01235086833333349,1524.4506645,1524.4506645,1521.349297,1513.334883,1524.4506645,1526.161641,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,150,150,0,70,1,0.0,0.0,0.0,50.0,0.0,100.0,-0.02127343333333442,0.02352994166666538,1478.532734,1478.532734,1476.800664,1476.185977,1477.29043,1477.175625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,750,750,0,50,2,0.0,750.0,0.009451125217391616,0.0,0.0,0.0,0.0,0.0,1519.770215,1519.770215,1512.465273,0.0,0.0,0.0,1519.770215,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,750,1500,2,300,1,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.180254,1470.175508,1480.994766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
39,750,750,0,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0822655,1493.0822655,1531.663086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,350,1500,-2,100,2,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.5143945,1483.797305,1477.409297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,1200,1500,2,50,2,8591.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1478.344961,1482.290938,1471.131523,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42,1200,1500,2,300,1,8591.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1526.841133,1531.777734,1514.35,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,900,1500,-2,200,2,17182.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1522.020039,1531.777734,1513.210391,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,750,750,0,200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.649043,1467.649043,1480.021992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,600,1500,-2,300,1,25773.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1517.753789,1531.869609,1514.300313,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,450,1500,2,15,1,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.91957,1493.553242,1524.8044335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,900,1500,2,30,1,17182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.838047,1483.797305,1480.353516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,450,1500,2,70,2,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.872461,1493.98207,1518.315977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49,150,1500,-2,100,2,38659.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1465.895625,1482.290938,1465.510234,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,450,1500,-2,300,2,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.682539,1470.093633,1479.183633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,450,1500,2,50,2,30068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.91957,1493.553242,1520.728867,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,450,1500,-2,300,1,30068.0,0.0,0.0,500.0,200.0,1100.0,-0.01433294333333303,0.007610221666666728,1475.3135155,1483.719805,1476.623398,1475.034961,1479.601094,1479.334844,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
53,600,1500,2,15,2,25773.0,30.0,0.02405338333333779,0.0,0.0,0.0,0.0,0.0,1475.037344,1482.384961,1470.8626955,0.0,0.0,0.0,1470.970039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,150,1500,2,15,2,38659.0,70.0,0.03275364999999937,0.0,0.0,0.0,0.0,0.0,1482.862813,1469.939883,1481.864004,0.0,0.0,0.0,1483.143242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,150,1500,2,100,1,38659.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1478.550234,1483.719805,1477.321953,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
56,250,250,0,70,1,0.0,0.0,0.0,50.0,0.0,100.0,-0.02127343333333442,0.02352994166666538,1479.327852,1479.327852,1476.800664,1476.185977,1477.29043,1477.175625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,250,1500,-2,15,1,35795.0,30.0,0.02405338333333779,0.0,0.0,0.0,0.0,0.0,1470.749727,1482.384961,1470.8626955,0.0,0.0,0.0,1470.970039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,900,900,0,100,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.190938,1464.190938,1480.556953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59,1050,1050,0,100,2,0.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1476.8118945,1476.8118945,1463.827227,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,350,1500,2,30,2,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.47681640625,1485.604453125,1497.2805859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61,350,350,0,150,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.551367,1478.551367,1480.3175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,350,350,0,200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.279238,1469.279238,1467.766328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,250,250,0,150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.038047,1476.038047,1478.130469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,350,1500,2,100,2,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.5912305,1493.999375,1513.730508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,1200,1200,0,70,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.979336,1492.979336,1517.279688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,150,1500,2,100,2,38659.0,0.0,0.0,150.0,100.0,200.0,-0.02203672000000097,0.02704454000000169,1469.236367,1482.384961,1470.338203,1469.236367,1470.588594,1470.338203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,250,250,0,150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.739102,1505.739102,1510.056563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,900,1500,-2,300,1,17182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.623984,1493.63168,1503.914766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,1200,1500,-2,70,2,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.013125,1469.939883,1483.143242,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,1050,1050,0,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.19457,1492.19457,1529.973867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,450,1500,2,70,1,30068.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1474.8110745,1483.729102,1483.119375,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,350,1500,-2,300,1,32932.0,0.0,0.0,500.0,200.0,1100.0,-0.01433294333333303,0.007610221666666728,1476.107734,1483.719805,1476.623398,1475.034961,1479.601094,1479.334844,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
73,150,150,0,70,2,0.0,0.0,0.0,70.0,50.0,150.0,-0.05340625000000045,0.005029597777778589,1465.418359,1465.418359,1465.026367,1465.026367,1465.418359,1466.094492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74,350,350,0,15,2,0.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1480.8268165,1480.8268165,1473.5428905,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
75,350,1500,2,150,1,32932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.4461525,1493.63168,1509.872969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,1200,1500,-2,30,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.84082,1493.999375,1531.663086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,750,1500,-2,100,1,21477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.4506445,1483.797305,1477.409297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,250,1500,2,50,1,35795.0,0.0,0.0,150.0,0.0,1200.0,-0.06783950399999927,0.01287235809523801,1514.057109,1531.869609,1521.349297,1513.334883,1526.850859,1526.793047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,150,150,0,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.821875,1509.821875,1513.730508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80,1200,1500,2,300,2,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.807656,1482.272617,1469.231016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,1050,1050,0,50,2,0.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1464.380547,1464.380547,1475.117383,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
82,150,1500,-2,70,1,38659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.532734,1470.093633,1476.800664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,350,350,0,50,1,0.0,200.0,0.030869508888888,0.0,0.0,0.0,0.0,0.0,1476.107734,1476.107734,1475.27125,0.0,0.0,0.0,1479.334844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84,1050,1050,0,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.0881055,1477.0881055,1470.970039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,600,1500,2,70,1,25773.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1474.407734,1470.175508,1476.967695,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
86,1200,1500,2,200,2,8591.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1480.736641,1483.729102,1477.637578,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,450,1500,2,100,1,30068.0,300.0,0.03504988119047561,0.0,0.0,0.0,0.0,0.0,1479.513672,1470.175508,1477.913711,0.0,0.0,0.0,1480.994766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,250,1500,2,200,1,35795.0,0.0,0.0,500.0,200.0,1100.0,-0.01433294333333303,0.007610221666666728,1477.376797,1483.719805,1479.334844,1475.034961,1479.601094,1479.334844,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
89,450,1500,2,50,2,30068.0,0.0,0.0,125.0,20.0,500.0,-0.05824202733333382,0.01886406000000079,1471.329043,1482.290938,1471.131523,1465.369141,1472.388281,1472.135078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
90,450,1500,2,150,2,30068.0,0.0,0.0,100.0,0.0,950.0,-0.1380200083333331,0.01228834777777744,1515.9086915,1531.777734,1512.641055,1512.183359,1522.785176,1522.055742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,1050,1500,2,15,2,12886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.4809375,1470.093633,1476.8904885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
92,450,450,0,70,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.945742,1499.945742,1517.433359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,600,1500,2,70,2,25773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.954844,1493.98207,1518.315977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
94,150,1500,2,100,1,38659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.3175,1470.076484,1480.556953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,600,1500,2,30,2,25773.0,0.0,0.0,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1517.409688,1531.742461,1528.59418,1512.989531,1531.742461,1535.819297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,600,600,0,70,2,0.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1472.070508,1472.070508,1463.486641,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,1200,1500,-2,100,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.013125,1469.939883,1482.898789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,450,1500,2,50,2,30068.0,0.0,0.0,70.0,50.0,100.0,-0.01411130000000185,0.01135286666666768,1470.787539,1482.35875,1463.768867,1463.486641,1463.827227,1463.768867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,900,1500,-2,30,1,17182.0,0.0,0.0,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1521.990117,1531.742461,1528.59418,1512.989531,1531.742461,1535.819297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,600,600,0,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.222422,1475.222422,1477.27625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,1050,1050,0,30,1,0.0,0.0,0.0,70.0,10.0,250.0,-0.01781952999999703,0.01246323066666749,1477.1178125,1477.1178125,1466.675742,1465.026367,1467.779727,1466.729375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,600,1500,2,300,2,25773.0,0.0,0.0,125.0,20.0,1500.0,-0.2967176319999998,0.01343080428571446,1517.409688,1531.742461,1514.236484,1512.989531,1531.742461,1535.819297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,350,1500,-2,50,1,32932.0,0.0,0.0,500.0,50.0,1500.0,-0.02786806242424262,0.009067539000000128,1475.2120315,1483.729102,1484.245547,1474.661563,1483.729102,1484.245547,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,1200,1500,-2,70,1,8591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.605273,1483.827578,1479.402891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,900,1500,-2,50,2,17182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.717695,1483.827578,1482.624453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106,250,1500,2,200,2,35795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.436523,1493.999375,1507.189453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
